fixed acidity,volatile acidity,residual sugar,free sulfur dioxide,total sulfur dioxide,alcohol,quality
8.2,0.2,8.1,60,163,10.3,6
8,0.59,17.35,61,228,9.3,5
7.9,0.14,1.8,17,114,10.7,7
6.8,0.24,1.8,34,105,12.8,8
9.7,0.14,1.5,23,142,9.5,5
9.2,0.15,1.6,22,130,10.4,6
9.4,0.17,1.6,14,94,10.3,6
5.2,0.365,13.5,37,142,9.9,6
6.3,0.23,3.75,37,116,10.7,6
9.6,0.25,1.3,16,160,10.5,5
9.2,0.32,1.3,14,186,9.6,5
6.4,0.31,6.2,46,169,9.3,6
8.1,0.2,9.7,63,162,10,6
7.9,0.255,2,40,190,11.2,6
7,0.15,1.4,21,177,10.8,5
6.4,0.15,1.1,25,96,10.3,6
6.4,0.25,6.6,59,234,8.8,5
7.6,0.19,1.5,6,114,12.8,6
7.3,0.43,4.6,17,114,13.2,6
5.1,0.31,0.9,28,152,10.1,6
6.2,0.2,1.7,40,161,11,5
6.9,0.16,1.3,21,182,10.8,6
7.7,0.32,2.3,28,114,12.8,7
6.5,0.22,6.8,33,168,9.2,6
6.8,0.26,1.5,44,167,10.5,6
5.2,0.37,1.2,13,81,11.7,6
8.4,0.19,2.1,20,104,9.5,5
8.3,0.21,2.2,24,108,9.5,5
6.8,0.15,8.8,24,110,8.8,6
7.9,0.16,17,69,210,9.3,7
7.8,0.21,1.8,62,180,12.6,8
9,0.24,1.2,26,107,12.4,6
5.7,0.21,2.3,60,189,10.1,6
7.8,0.29,7,38,161,11.2,8
6.7,0.18,6.4,40,251,10,5
6.7,0.18,6.4,40,251,10,5
8.4,0.58,12.15,37,116,10.8,6
7.2,0.16,0.8,50,121,10,6
7.6,0.54,2,13,151,10.4,5
8.4,0.58,12.15,37,116,10.8,6
6.6,0.25,12.4,52,181,9.8,6
7.3,0.23,1.9,51,165,12.2,8
7.3,0.39,1.1,36,113,12.7,8
7,0.46,6.2,46,163,12.2,7
8.2,0.35,6.3,35,162,11.9,7
7.8,0.29,7,38,161,11.2,8
9.2,0.35,0.9,15,61,10.4,4
8,0.57,3.9,22,122,12.8,7
6.5,0.37,3.9,40,130,12.7,7
5.7,0.21,2.3,60,189,10.1,6
6.7,0.18,6.4,40,251,10,5
7.8,0.13,1.8,43,179,9,5
7.6,0.19,1.1,38,143,11.4,5
7.3,0.22,15.4,55,191,8.9,6
6.3,0.29,6.5,43,167,9.3,6
6.8,0.35,2.4,35,103,12,8
6.5,0.19,1.4,31,132,10.8,7
6.2,0.12,5.7,56,158,10.5,6
6,0.13,5.7,56,189.5,10.6,7
6.4,0.25,1.4,42,115,11.3,7
6.9,0.32,1.4,15,96,9.5,4
7.6,0.19,1.1,38,143,11.4,5
6.7,0.13,1.2,35,140,10.1,7
7,0.14,0.9,22,95,10.9,6
7.6,0.27,3.8,19,115,8.9,5
7.3,0.22,15.4,55,191,8.9,6
7.4,0.64,14.15,42,185,9.3,5
7.6,0.28,1.9,23,116,10.4,6
8.3,0.26,9.2,41,162,12,7
10.7,0.22,8.2,37,181,9.5,6
10.7,0.22,8.2,37,181,9.5,6
6.9,0.23,2.7,24,121,12.4,7
6.2,0.3,1.7,30,130,11.2,7
6.9,0.27,1.7,6,134,11.4,6
6.9,0.28,1.7,10,136,11.4,6
6.9,0.28,1.6,46,132,11.1,7
6.9,0.46,0.9,5,126,10.4,6
6.9,0.38,8.5,36,152,12,7
5.7,0.43,5.7,24,98,12.3,7
6.6,0.56,3.1,28,92,9.1,6
7.1,0.36,1.3,25,102,10.5,6
6.8,0.23,1.6,5,133,11.4,6
6.2,0.33,1.3,26,138,9.5,5
5.6,0.49,4.5,17,116,13.7,7
6.6,0.42,2.8,15,85,13.4,6
7.3,0.18,1.2,12,143,11.3,7
8.1,0.19,0.9,73,180,10,6
5.9,0.19,7.4,33,123,10.1,6
6.2,0.16,1.4,23,81,12.2,6
6.6,0.42,2.8,15,85,13.4,6
5.7,0.135,4.6,19,101,9.3,6
5.6,0.49,4.5,17,116,13.7,7
6.9,0.19,1.6,27,98,12.3,7
7.3,0.18,1.2,12,143,11.3,7
7.3,0.25,13.1,35,200,8.9,7
7.3,0.25,13.1,35,200,8.9,7
7,0.2,5.7,32,83,11.5,6
7.3,0.25,13.1,35,200,8.9,7
6.3,0.67,12.6,57,222,9.3,6
7.4,0.4,5.4,31,122,11.1,8
7.1,0.26,2.2,29,128,10.9,8
9,0.31,6.6,11,73,11.6,5
6.3,0.39,6.9,9,117,10.2,4
8.2,0.22,6.8,12,90,10.5,8
7.1,0.19,3.6,16,78,11.4,6
7.3,0.25,13.1,35,200,8.9,7
7.9,0.2,1.2,29,118,10.6,6
7.1,0.26,5.9,39,97,11.6,6
7,0.2,5.7,32,83,11.5,6
6.9,0.3,4.1,26,155,12.3,8
8.1,0.29,7.1,22,124,10.8,6
5.8,0.17,1.4,55,130,11.3,6
5.9,0.415,0.8,22,63,9.3,5
6.6,0.23,1.3,16,128,10,6
8.6,0.55,15.55,35.5,366.5,11,3
6.9,0.35,1,18,132,10.2,5
7.6,0.14,1.6,27,103,10.8,7
9.2,0.28,11.8,29,137,10.1,4
6.2,0.18,4.5,17,90,11.6,6
5.3,0.165,1.1,25,105,9.1,5
9.8,0.25,10,36,225,10,4
8.1,0.29,7.1,22,124,10.8,6
6.8,0.22,0.9,26,128,11.4,6
7.2,0.22,1,34,140,12.7,6
7.4,0.25,1.1,35,156,11.3,5
8.2,0.18,1.1,28,81,10.4,7
6.1,0.22,1.5,18,87,9.6,5
7,0.39,1,8,119,10.1,4
6.1,0.22,1.5,18,87,9.6,5
6.5,0.36,2.9,16,94,12.1,7
7.1,0.29,1.2,32,99,12.2,6
7.4,0.25,1.1,35,156,11.3,5
6.9,0.23,14.2,19,94,9.6,5
8.5,0.56,17.85,51,243,9.2,5
8.2,0.18,1.1,28,81,10.4,7
6.3,0.23,7.1,67,210,9.5,5
6.1,0.25,7.6,67,226,8.9,5
7.2,0.26,13.6,56,162,8.8,5
7.2,0.31,1.4,17,117,10.5,5
8,0.25,1.2,27,117,9.4,5
7,0.18,5.3,34,125,12.2,6
7.8,0.43,13,37,158,11.3,6
8.3,0.2,4.45,33,130,12.2,6
6.3,0.27,1.2,35,92,12.2,6
7.4,0.16,1.2,18,150,11.2,6
7.4,0.16,1.2,18,150,11.2,6
6.9,0.19,6.6,49,172,11.5,6
7.8,0.43,13,37,158,11.3,6
7.2,0.4,1.1,11,138,9.3,5
7.8,0.43,13,37,158,11.3,6
7.6,0.52,14,37,156,11.8,7
8.3,0.21,19.8,50,231,9.2,5
6.9,0.34,11.2,44,150,9.2,5
6.3,0.27,1.2,35,92,12.2,6
8.3,0.2,4.45,33,130,12.2,6
7.1,0.22,2.7,42,144,12.2,6
7.9,0.11,4.5,27,133,10.6,6
8.5,0.17,3.6,29,128,12.4,6
6.4,0.145,5.4,54,164,10.8,6
7.4,0.16,1.2,18,150,11.2,6
8.3,0.19,1.2,11,137,11,6
8,0.44,9.1,46,151,12.7,8
7,0.2,0.8,19,163,10.2,5
6.9,0.19,6.6,49,172,11.5,6
7.1,0.25,3,30,96,12.3,7
6.5,0.24,1.6,15,60,9.8,5
7.2,0.4,1.1,11,138,9.3,5
7.6,0.52,14,37,156,11.8,7
7.8,0.43,13,37,158,11.3,6
7.8,0.21,1.35,6,48,11.4,5
7,0.2,5.9,39,128,10.8,6
6.9,0.25,3.6,13,85,9.5,4
7.2,0.08,1.3,18,148,10.2,6
7.1,0.85,8.7,40,184,10.7,5
7.6,0.51,1.2,10,104,10.8,6
7.9,0.22,4.6,39,159,11.5,6
7.7,0.16,2,20,124,10.7,6
7.2,0.08,1.3,18,148,10.2,6
6.6,0.25,1.7,26,124,10.1,6
6.7,0.16,2.4,57,187,10.4,6
6.9,0.25,3.6,13,85,9.5,4
7.5,0.32,4.6,8,134,9.1,3
7.4,0.28,1.5,20,126,10.6,6
6.2,0.15,0.9,17,51,9.4,6
6.7,0.25,19.4,44,169,9.8,6
6.5,0.26,13.3,68,224,9.5,6
7.9,0.16,17.85,52,187,9.3,5
5.6,0.185,1.1,28,117,10.3,6
7.5,0.2,1.3,8,97,11.1,5
8,0.3,9.4,47,188,10,5
8,0.34,9,39,180,12.3,8
7.7,0.35,8.65,42,186,12.4,8
7.6,0.29,9.6,45,197,12.3,7
6.7,0.62,1.1,6,62,10.4,5
6.8,0.27,1.2,35,126,12.1,7
7.7,0.27,1.8,23,86,12.5,6
6.7,0.51,2.1,14,155,13,6
7.4,0.19,9.3,26,132,11,7
8.3,0.2,1.7,34,169,10.1,5
6.6,0.3,1.2,17,121,9.2,5
6.8,0.36,4.6,24,124,12.6,7
7,0.17,12.8,24,126,12.2,8
9.2,0.18,1.5,39,130,9.8,7
8.1,0.2,8.1,51,205,11,6
7.8,0.26,7.5,59,160,10,6
6.8,0.21,14.5,50,170,9.8,6
7.9,0.2,1.6,15,144,10.5,5
8,0.18,1.8,10,145,10,5
8.8,0.23,3.2,15,126,11.2,6
7.3,0.22,9.4,29,134,11,7
7.3,0.22,9.9,48,161,11.2,6
7.4,0.19,9.3,26,132,11,7
7.3,0.155,1.3,34,136,10.5,6
8.2,0.22,9.6,53,154,10.6,6
8.2,0.24,9.3,52,163,10.6,6
8.4,0.23,7.8,22,95,12,6
8.3,0.2,1.7,34,169,10.1,5
8.3,0.2,1.7,38,167,10.1,6
6.6,0.3,1.2,17,121,9.2,5
6.9,0.21,1.4,15,164,11,5
8,0.25,9,31,185,10,6
6.6,0.21,18.15,41,158,8.7,6
7.2,0.27,12.5,47,156,8.7,5
14.2,0.27,1.1,33,156,11.1,6
7.9,0.28,7.7,48,195,11,6
7.4,0.27,1.1,33,156,11.1,6
6.6,0.21,18.15,41,158,8.7,6
7.2,0.27,12.5,47,156,8.7,5
8.1,0.3,8.1,26,174,11.2,7
7.5,0.23,7.7,61,209,11.1,7
7.3,0.26,5,32,107,10.8,6
7.1,0.18,15.6,44,176,9,6
8.5,0.15,1.5,17,122,10.3,6
8.9,0.13,1,6,24,9.9,5
8.1,0.28,1,32,148,10,6
6,0.17,1,26,106,9.8,6
7.3,0.26,5,32,107,10.8,6
7.1,0.18,15.6,44,176,9,6
7.1,0.53,0.8,29,86,9.1,4
7.2,0.16,1.3,27,104,10.6,6
7.3,0.14,1.1,28,99,10.6,6
8.9,0.13,1,6,24,9.9,5
7.9,0.12,5.2,33,152,10.6,6
6.7,0.29,4.7,35,156,9.9,6
6.7,0.3,4.8,36,158,9.9,6
7.1,0.36,1.8,32,102,12.8,6
8.5,0.15,1.5,17,122,10.3,6
7.9,0.18,5.2,36,157,10.6,6
6.6,0.19,1.2,45,129,8.7,6
7.3,0.21,1.8,44,152,12.6,7
6.9,0.3,7.6,25,156,11,7
7.9,0.42,8.2,32,164,11.2,7
6.9,0.24,1.3,35,148,10.7,7
7.6,0.23,10,45,182,9.6,6
7.9,0.18,5.2,36,157,10.6,6
6.2,0.43,6.4,12,115,9,4
8.8,0.35,1,14,56,10.5,4
7.8,0.3,1.8,33,156,12.8,6
9.1,0.28,2,10,112,10.1,5
7.1,0.34,1.5,26,126,12.2,7
7.8,0.3,1.8,33,156,12.8,6
9.1,0.28,2,10,112,10.1,5
8.5,0.19,3.5,29,117,10.1,6
7.6,0.18,18.05,36,158,9.2,5
7.5,0.19,1.8,19,110,9.9,5
7.4,0.3,8.2,49,188,9.7,6
6.7,0.3,5,35,157,9.9,5
6.6,0.3,4.6,36,159,9.9,5
7.4,0.3,8.2,49,188,9.7,6
6.9,0.22,7,50,168,10.3,6
7.8,0.26,3.1,21,116,10.3,5
8.5,0.17,8.8,23,108,10.5,4
6.8,0.17,2.4,61,182,10.5,6
6.2,0.27,1.4,20,74,9.8,6
7.1,0.64,1.8,17,128,10.6,4
6.4,0.18,11.9,54,168,10.1,5
7.6,0.31,13.4,50,191,9,4
9.8,0.31,15.4,13,119,9.5,5
9,0.3,7.2,32,84,11.5,6
8.4,0.24,7.4,46,108,11.9,7
6.4,0.18,11.9,54,168,10.1,5
6.4,0.25,7.8,52,209,9.2,6
7.3,0.3,13.5,46,165,8.7,5
9.3,0.31,1.3,34,147,9.8,5
6.4,0.25,7.8,52,209,9.2,6
7.3,0.3,13.5,46,165,8.7,5
7,0.27,1.5,27,122,11.2,6
7.9,0.14,1.2,30,165,12.3,6
6.4,0.12,6.4,49,161,10.4,6
6.8,0.21,1.2,25,111,10.7,6
8.6,0.16,7.3,9,63,10.5,6
7,0.29,3.8,37,136,9.4,6
6.4,0.27,7.3,53,206,9.2,6
6.6,0.55,2.7,56,122,11.9,5
6.4,0.27,7.3,53,206,9.2,6
6.3,0.24,1.4,24,108,9.9,6
6.7,0.33,1.6,20,94,11.4,6
7,0.29,3.8,37,136,9.4,6
8.2,0.34,8,55,223,10.7,6
5.6,0.39,4.7,27,77,12.7,5
5.6,0.41,1.9,10,53,13.5,7
6.7,0.41,2.8,39,137,9.5,5
7.1,0.26,2.2,31,113,12.9,9
7.5,0.32,1.7,44,109,12.5,6
5.8,0.19,4.9,44,118,9.5,7
6.9,0.27,23.5,59,235,8.6,5
8.1,0.2,11.8,46,212,10,7
7.5,0.32,1.7,44,109,12.5,6
8.2,0.26,5.2,19,100,10.1,6
7.8,0.26,3.2,28,87,11.3,7
8,0.14,1.5,42,120,10.6,7
8,0.29,11.7,40,131,10.8,5
7.5,0.19,1.6,42,140,10.7,6
6.9,0.34,7.3,61,206,9,6
6.2,0.2,1.6,17,143,9.2,6
6.4,0.37,13.3,53,243,8.5,6
6.2,0.22,6,31,128,11.3,8
7.8,0.26,3.2,28,87,11.3,7
8.9,0.32,1.6,17,131,9.4,5
6.5,0.44,7.7,16,169,8.7,6
7,0.14,5.9,22,118,9.4,6
9,0.17,1,46,131,10.5,7
6.4,0.26,6.4,37,161,9.7,6
9,0.22,10.4,52,195,10.2,6
8.9,0.32,1.6,17,131,9.4,5
8.2,0.2,3.5,14,108,11.5,6
7.8,0.15,7.7,21,98,9.6,6
6.9,0.25,1.8,6,121,11.4,5
8.2,0.2,3.5,14,108,11.5,6
7.1,0.28,6.5,28,111,12.2,8
7.4,0.19,6.7,15,110,11,7
8.3,0.25,16.8,50,228,9.2,6
7.5,0.14,1.6,21,126,10.2,6
7.8,0.49,7,29,149,10,5
8.1,0.12,1.2,43,160,9.7,6
7.6,0.47,13,42,220,9.2,5
7.9,0.22,3.8,26,105,10.5,5
7.8,0.49,7,29,149,10,5
6.4,0.22,7.5,42,151,10.1,6
7.3,0.19,15.55,50,134,9.1,7
8.1,0.3,12.3,50,144,10.2,7
7.3,0.19,15.55,50,134,9.1,7
7.5,0.24,9.4,50,149,10.5,7
6.4,0.22,7.5,42,151,10.1,6
7.8,0.21,1.2,20,99,12.1,7
7.1,0.3,1.6,31,100,10.2,5
6.9,0.26,1.6,39,166,9.4,4
7.6,0.31,3.95,27,131,12.8,7
6.4,0.42,12.8,48,209,9,6
8.2,0.29,1,29,118,10.9,4
7.9,0.33,31.6,35,176,8.8,6
6.6,0.46,7.4,19,184,9,5
7.8,0.28,1.3,27,142,10.2,5
5.8,0.15,1.1,21,98,9.2,5
7.8,0.4,7.8,34,162,11.3,6
6.6,0.31,7.7,52,220,8.8,5
6.6,0.325,7.7,53,217,9.3,5
6.6,0.27,7.8,62,217,9.4,6
6.7,0.26,8.3,54,191,10.3,6
6.7,0.21,1.4,30,114,10.8,7
7.9,0.33,31.6,35,176,8.8,6
8.1,0.28,15.4,32,177,9,4
6.5,0.13,1,48,114,11.5,8
7.8,0.445,1,8,84,10.8,5
8.8,0.39,5.9,33,128,11.8,6
7.9,0.18,1.2,20,72,10.5,7
7.1,0.31,1.2,10,124,9.9,6
7.8,0.24,6.7,33,160,9.8,6
7,0.35,6.5,27,87,11.4,7
6.6,0.26,4.8,41,168,9.3,5
6.6,0.27,5.3,35,163,9.3,5
6.8,0.22,8.9,82,188,10.3,6
6.2,0.27,8.8,65,224,8.9,5
7,0.35,6.5,27,87,11.4,7
7.3,0.23,1.8,60,156,11.1,6
6.2,0.3,6.6,42,170,10.4,6
6.4,0.35,5.7,18,117,10.1,5
7.6,0.32,18.35,44,197,9,5
6.3,0.31,10,49,212,11.9,6
7.2,0.25,14.4,55,205,9,7
7.2,0.25,14.4,55,205,9,7
7.3,0.26,17.85,41.5,195,9.1,7
7.2,0.25,14.4,55,205,9,7
7.4,0.26,9.4,42,147,10,5
7.3,0.26,17.85,41.5,195,9.1,7
6.7,0.25,1.55,118.5,216,9.4,3
7.1,0.16,1.3,28,123,11.4,6
9,0.43,1.5,7,175,9.7,4
7.2,0.25,14.4,55,205,9,7
7,0.24,4.2,41,213,11.8,6
6.7,0.265,8.6,54,198,10.2,5
7.7,0.12,1.4,47,150,9.2,6
7.2,0.21,3,35,132,11,6
8.5,0.32,14.9,47,190,10,6
6.9,0.18,2,39,190,12.2,6
7,0.24,4.2,41,213,11.8,6
6.3,0.26,2.2,35,175,11.6,6
6.7,0.26,1.8,25,121,10.2,6
7.9,0.29,11.1,43,208,10.3,5
6.5,0.27,4.2,6,114,8.6,4
6.7,0.33,6.4,27,151,9.6,5
6.7,0.31,6.4,25,148,9.6,5
6.6,0.25,1.5,32,127,11.3,6
6.4,0.24,1.5,38,157,9.9,6
6.8,0.26,16.95,48,179,9.6,5
7,0.61,1.7,25,161,10.6,4
6.8,0.22,13.6,50,180,9.8,5
8.1,0.31,1.6,10,67,10.5,5
7,0.2,6.1,31,120,10.8,5
7.9,0.18,3,25,178,10,6
6.6,0.34,6.2,23,136,10.1,6
6.8,0.3,6.6,35,116,9.4,5
6.5,0.18,1.6,43,148,11.5,8
7,0.21,6,29,108,10.8,6
6.8,0.27,1.5,19,142,9.9,6
9.3,0.2,1.7,28,178,9,4
5.8,0.23,1.8,24,69,9.4,6
7.6,0.2,2.6,30,180,10.8,7
8.2,0.15,2.7,24,190,10.9,7
7.5,0.4,19.5,33,148,12,6
6.5,0.18,1.6,43,148,11.5,8
7,0.13,5,31,122,10.5,6
6.9,0.17,4.6,55,152,9.3,6
7,0.3,6.4,28,97,11.8,6
7.6,0.445,14.5,68,212,10,6
6.8,0.3,6.6,35,116,9.4,5
7.5,0.22,6.7,45,138,11.4,6
9.2,0.23,1.1,40,99,10.4,6
8.7,0.34,13.8,68,198,9.5,6
6.6,0.545,2.5,48,111,11.9,5
8.1,0.3,1.1,49,123,11.1,6
6.9,0.16,9.6,50,185,9.6,6
8,0.32,4.6,56,178,12,6
6.1,0.22,3.1,15,104,8.7,5
6.9,0.16,9.6,50,185,9.6,6
7.5,0.15,1.8,19,101,10,5
8.4,0.29,1.05,4,55,11.4,4
6.6,0.37,6.5,23,150,9.6,6
7.7,0.38,2,28,152,12.9,6
6.3,0.25,14.9,47,142,9.7,6
8.3,0.3,10,33,169,9.3,6
6.6,0.22,1.1,52,136,9.1,5
6.1,0.34,12,46,238,8.6,5
7.5,0.22,4.8,33,87,9.9,5
8.3,0.3,10,33,169,9.3,6
8,0.27,1.2,20,102,10.9,5
6.1,0.17,1.5,45,135,10.2,6
7.4,0.18,10.4,44,174,9.7,6
6.7,0.16,2.5,40,153,11.4,7
6.1,0.255,12.3,53,197,9.5,6
7.4,0.23,1.4,43,141,10.2,7
6.4,0.16,2.2,33,93,11.1,6
6.3,0.25,14.9,47,142,9.7,6
6.7,0.27,8,54,202,9.3,5
6.9,0.29,8.6,56,215,8.8,5
9.6,0.21,1.2,12,53,10.6,5
6.6,0.62,8.7,81,224,9.3,5
6.4,0.28,5.4,67,181,10.2,6
8,0.3,5.7,31,124,10.2,6
6.4,0.17,1.5,20,98,11,7
7.3,0.21,10.9,18,112,9.6,6
6.7,0.27,8,54,202,9.3,5
6.9,0.29,8.6,56,215,8.8,5
6.6,0.32,7.7,56,209,8.8,5
7.4,0.32,1.7,50,179,8.9,5
6.6,0.37,1.4,58,144,10,5
7.7,0.43,4.5,33,102,12.2,7
7.8,0.39,9.9,33,181,10.9,6
6.5,0.18,1.4,40,141,9.5,6
7.8,0.4,9.5,32,178,10.9,6
7.8,0.39,9.9,33,181,10.9,6
6.9,0.19,3,33,99,10.8,6
7.7,0.49,19.6,28,135,12,6
6.6,0.25,14,42,163,9.8,5
6.5,0.18,1.4,40,141,9.5,6
6.4,0.15,1.8,43,150,11,8
6.4,0.15,1.8,43,150,11,8
8.4,0.17,5.4,47,150,9.8,5
6.1,0.32,1.8,13,200,10.5,4
8.5,0.21,9.25,73,142,11.4,6
8.7,0.45,1.5,17,100,10.1,6
6.7,0.24,6.8,54,127,11.6,7
8.5,0.21,9.25,73,142,11.4,6
7.4,0.33,2.6,29,115,11.8,7
7.2,0.26,2.1,50,158,12.1,7
8.2,0.36,7.6,37,122,12,5
7.8,0.2,1.6,26,189,12.1,7
9.4,0.16,1.4,26,176,9.1,5
6.4,0.33,1.6,25,117,9.3,5
7.8,0.22,1.4,21,153,10.4,6
7.4,0.35,17.95,42,187,9.1,5
6.6,0.37,2,23,120,9.4,5
6.7,0.37,6.3,22,149,9.6,6
7.1,0.37,1.4,27,126,12,5
6.9,0.25,9.05,37,128,11.3,8
6.8,0.23,15.4,56,173,8.7,6
6.4,0.26,7.1,35,162,9.9,6
7.6,0.3,10.2,57,191,9.3,6
9.4,0.16,1.6,14,67,9.5,5
6.8,0.23,15.4,56,173,8.7,6
6.4,0.26,7.1,35,162,9.9,6
7.6,0.3,10.2,57,191,9.3,6
7.5,0.33,12.4,29,119,9.4,5
7.6,0.38,3.4,9,116,9.4,5
8.8,0.2,15,60,184,8.8,6
7.5,0.33,12.4,29,119,9.4,5
8.8,0.2,15,60,184,8.8,6
6.6,0.36,1.5,39,184,9.9,6
7.6,0.38,3.4,9,116,9.4,5
5.6,0.46,4.8,24,72,12.6,6
7.2,0.15,1.2,18,110,11.1,6
8.2,0.42,4.1,31,100,12.8,7
6.8,0.3,2.8,10,164,12,6
6.7,0.27,13.9,34,131,12,7
7.2,0.5,0.8,46,114,9.2,4
6,0.26,1,27,96,12.3,6
6.8,0.33,1.2,38,131,13,6
6.8,0.3,2.8,10,164,12,6
7.4,0.29,1.7,23,110,10.9,5
8.2,0.42,4.1,31,100,12.8,7
7.3,0.19,6.3,34,231,10,6
6.5,0.32,11.5,35,165,9,5
7.1,0.32,1.5,13,84,10.4,5
6.5,0.32,11.5,35,165,9,5
7.3,0.19,6.3,34,231,10,6
7.3,0.17,6.3,35,240,10,6
7.7,0.44,11.2,41,167,11.3,7
7.7,0.44,11.2,41,167,11.3,7
7.4,0.49,15.1,34,153,12,7
7.7,0.44,11.2,41,167,11.3,7
7.4,0.49,15.1,34,153,12,7
6.4,0.21,5.6,43,160,10.6,6
8,0.55,12.6,37,213,9.3,5
7,0.19,5.7,27,104,9.4,6
7.2,0.24,2.2,37,102,11,7
6.5,0.34,11,53,247,9.3,6
7,0.19,5.7,27,104,9.4,6
6.9,0.18,1,24,164,10.5,5
7.2,0.24,2.2,37,102,11,7
8.2,0.18,11.8,96,249,9.5,6
8.3,0.28,7.8,32,139,11.2,6
6.1,0.34,4.7,21,94,12.3,6
7.4,0.44,11.5,44,157,9,5
7.6,0.26,7.9,62,180,9,5
7.4,0.44,11.5,44,157,9,5
8.7,0.49,17.8,34,243,9,5
7,0.24,1.7,48,189,11.4,6
7.1,0.25,1.6,50,181,11,7
6.1,0.34,4.7,21,94,12.3,6
6.4,0.18,1.6,36,127,10.4,7
8.3,0.27,2.4,16,107,10.3,5
6.8,0.24,6.4,44,172,10.5,7
8,0.22,14,83,197,9.8,6
10,0.91,1.6,34,181,10,4
8.9,0.34,1.6,13,176,9.7,5
8.9,0.33,1.4,14,171,9.7,5
8,0.22,14,83,197,9.8,6
7.8,0.2,10.2,78,186,10,6
7.3,0.13,2.3,22,104,11.5,7
6.6,0.28,7.8,57,202,9.5,5
7.1,0.25,2.4,25,122,10.5,6
7.6,0.36,8.3,28,142,10.2,6
7.6,0.27,13.9,45,199,9.8,6
6.9,0.37,13.8,34,137,11.6,6
7.4,0.21,7.3,41,144,11.8,7
8.2,0.18,8.5,41,140,10.1,7
6.3,0.19,1.8,35,163,10.3,6
7,0.21,5.1,38,168,10.4,6
5.8,0.33,16.05,26,166,8.9,5
5.8,0.33,16.05,26,166,8.9,5
7.9,0.29,7.35,37,154,10.8,5
6.6,0.31,16.05,16,165,9.2,5
8,0.19,2,48,140,9.6,6
8,0.2,1.2,21,78,10.4,6
8,0.25,14,41,248,8.7,6
7.2,0.2,16.2,14,103,9.2,6
7.7,0.3,14.3,45,213,9.2,5
7.2,0.2,16.2,14,103,9.2,6
7.7,0.3,14.3,45,213,9.2,5
7.7,0.3,14.3,45,213,9.2,5
6.4,0.22,7.9,34,124,10.2,5
7.2,0.2,16.2,14,103,9.2,6
7,0.53,1,39,107,9,5
7.3,0.24,13.6,41,178,9.7,5
7.2,0.24,17.85,50,185,9.6,5
7.6,0.15,1.3,24,112,10,5
7.7,0.3,14.3,45,213,9.2,5
7.6,0.33,13.7,44,197,9.1,5
6.8,0.24,18.3,40,142,8.7,5
6.8,0.24,18.3,40,142,8.7,5
6.8,0.35,6.5,31,161,9.5,5
7.9,0.26,10.3,73,212,9.5,6
7.5,0.29,8.1,53,166,8.9,6
7.5,0.29,8.1,53,166,8.9,6
7.2,0.31,8.6,15,89,9.9,6
6.7,0.44,1.9,41,104,12.6,7
10,0.23,14.1,45,166,9.7,6
7.4,0.21,7.9,14,118,10.4,5
8.8,0.23,10.7,26,183,9.1,6
7.8,0.34,1.2,25,106,10.4,5
7.9,0.26,10.3,73,212,9.5,6
7.5,0.29,8.1,53,166,8.9,6
6,0.28,1.9,16,120,10.6,5
7.9,0.37,2.7,64,158,12,7
7.2,0.36,5.7,26,98,12.5,7
7.6,0.13,9.3,40,126,9.6,5
6.6,0.25,8.1,54,180,9.2,5
7.1,0.18,1.3,20,71,9.9,6
7.9,0.3,8.5,20,112,11.7,6
8.3,0.23,2.1,21,153,9.6,6
6.8,0.43,3.5,27,135,12,6
7.2,0.36,5.7,26,98,12.5,7
6.6,0.25,8.1,54,180,9.2,5
7.1,0.18,1.3,20,71,9.9,6
6.6,0.35,14.4,54,177,8.9,6
7.3,0.22,13.7,56,189,9,6
8.1,0.26,11.1,52.5,158,10.2,7
7.6,0.13,9.3,40,126,9.6,5
7,0.12,4.9,27,127,9.4,5
8.2,0.37,1.7,10,59,10.4,5
7.6,0.26,1.6,6,106,10.4,4
6.3,0.2,1.4,15,97,10,6
6.3,0.22,1.4,14,96,10,6
7.1,0.25,1.6,46,169,10.5,5
7,0.27,6.8,47,193,11.4,6
8.8,0.34,9.7,46,172,10.2,5
9.2,0.27,10.5,49,228,10.4,6
7.1,0.49,2,146.5,307.5,11,3
9.2,0.71,6.2,15,93,10.1,6
7.2,0.47,8.3,27,182,9.2,5
6.8,0.28,1.6,25,87,10.3,6
8.8,0.34,9.7,46,172,10.2,5
9.2,0.27,10.5,49,228,10.4,6
7.3,0.13,4.6,34,172,11.1,7
7.2,0.16,1.2,27,84,9.9,5
6.8,0.31,7.6,35,143,9,5
8.3,0.36,15,35,256,8.6,5
6.8,0.31,7.6,35,143,9,5
8.3,0.36,15,35,256,8.6,5
6.3,0.25,11.6,48,195,9.5,5
6,0.45,1.1,61,197,9,5
8.1,0.26,7.8,39,152,10,6
6.4,0.22,12,57,158,9,6
5.7,0.45,1.1,61,197,9,5
7.2,0.19,1.4,37,135,10.2,7
6.7,0.31,6.7,29,160,9.6,5
8,0.25,17.2,49,219,9.7,5
9.9,1.005,1.4,34,185,10.2,4
8.1,0.31,8.2,29,142,13,7
8.1,0.24,4.3,49,172,10.8,6
8,0.25,17.2,49,219,9.7,5
6.4,0.29,11.1,66,169,9,5
7.2,0.15,1.1,16,63,9.9,5
7,0.12,7.2,22,89,9.2,6
